,Question,Answer
65,Is it mandatory to provide mobile number or email id for Aadhaar enrolment?,"No, it is not mandatory to provide a mobile number or email id for Aadhaar enrolment of Resident Indian (email is mandatory for NRI and Resident Foreign National). But it is always recommended to provide a mobile number and email id so that you get updates regarding your Aadhaar application status and can get a number of services based on Aadhaar through OTP-based authentication."
66,Can I get myself enrolled for Aadhaar just by sending the required documents by Post?,"No, you have to personally visit the Aadhaar enrolment centre for getting yourself Enroled as your Biometrics will be captured."
67,Is there any online method of getting enrolled for Aadhaar?,"No, you have to personally visit Aadhaar Enrolment Centre for getting yourself enrolled as your biometrics will be captured."
68,Will the refund be provided after cancelling the appointment?,"Yes,  refund shall be processed on cancellation of the booked appointment.  After processing the refund, the amount usually gets credited back to the user account in 7-21 days. The individual/ Aadhaar number holder is advised to re-schedule an appointment if booked service is not availed at the UIDAI ASK."
69,I lost my Aadhaar and my mobile number is also not registered with Aadhaar. Can I get it at ASK?,"Yes. You may visit any UIDAI-run Aadhaar Seva Kendra to download your Aadhaar and get a printout. At ASK you would be required to provide your Aadhaar number. This service is also available at Aadhaar Enrolment Centre in Banks, Post Offices, BSNL, Central or State Government offices."
70,I did not get my Aadhaar Card. Can I get it at Aadhaar Enrolment Centre?,"You can download your Aadhaar yourself from myAadhaar portal. For the same, you need to have a mobile number registered with Aadhaar.If you don’t have your mobile number registered with Aadhaar or do not want to use an online service, you can use the Aadhaar download and coloured print service available at an Aadhaar Enrolment Centre at a charge of Rs. 30/-. The physical presence of the Aadhaar holder is required for biometric authentication. Further, you can also order an Aadhaar PVC card from UIDAI website."
71,How will the biometric of the differently abled and people with no fingerprints or rugged hands e.g. beedi workers or people with no fingers be captured?,"Aadhaar has an inclusive approach and its enrolment/ update processes are accessible to all including persons with disabilities. The Regulation 6 of Aadhaar (Enrolment and update) Regulations, 2016 provides for enrolment of residents with biometric exceptions, which inter-alia lays down that:
1. For Individuals seeking enrolment who are unable to provide fingerprints, owing to reasons such as injury, deformities, amputation of the fingers/ hands or any other relevant reason, only Iris scans of such residents will be collected.2. For Individuals seeking enrolment who are unable to provide any biometric information contemplated by these regulations, the Authority shall provide for handling of such exceptions in the enrolment and update software, and such enrolment shall be carried out as per the procedure as may be specified by the Authority for this purpose.Too may also refer Biometric Exception Enrolment Guidelines available at the following link -https://uidai.gov.in/images/Biometric_exception_guidelines_01-08-2014.pdf"
72,Where can I enrol for Aadhaar?,You can enrol by visiting any Aadhaar Enrolment centre for Aadhaar enrolment. Which can be found by following criteria:a. All enrolment (including 18+) and Updateb. All enrolment (excluding 18+) and Updatec. Only child enrolment and mobile updated. Only child enrolment Detailed list with navigation and address of Aadhaar Enrolment centres is available at Bhuvan portal: Bhuvan Aadhaar Portal
73,What are the documents required for enrolment for Aadhaar?,"Applicable documents in support of Proof of Identity (PoI), Proof of Address (PoA), Proof of Relationship (PoR) and Proof of Date of Birth(PDB) are required for enrolment. Valid list of supporting documents is available at List of Supporting Documents"
74,Do I need to bring original documents for Aadhaar enrolment?,"Yes, you need to bring original copies of supporting documents for Aadhaar enrolment. After completing the enrolment the operator shall return all the documents alongwith an acknowledgement slip containing the applicable charges."
75,Do I have to pay any fee for Aadhaar enrolment?,"No, Aadhaar enrolment is totally free of cost therefore you need not pay anything at the enrolment centre."
76,What kind of data gets captured during Aadhaar Enrolment?,"An individual seeking enrolment to visit an Aadhaar enrolment centre and submit a request alongwith valid supporting documents.
The enrolment operator shall capture the following information during the course of enrolment:
Mandatory Demographic information (Name, Date of Birth, Gender, Address)Optional demographic information (mobile number, email [mandatory for NRI and Resident Foreign National])Details of Mother/Father/Legal Guardian (in case of HOF based enrolment)AndBiometric Information (Photo, 10 finger prints, both Iris)"
77,Can I get Enroled for Aadhaar if any of my fingers or iris is missing?,"Yes, you can enrol for Aadhaar even if any or all fingers / Iris are missing. Aadhaar software has provisions to handle such exceptions. Photo of the missing fingers/iris will be used for identification of the exception and there will be markers to determine uniqueness. Please request the operator to conduct enrolment as per exception process with supervisor authentication."
78,Is there any age limit for Aadhaar enrolment?,"No, there is no age limit defined for Aadhaar Enrolment. Even a new born baby can also get Enroled for Aadhaar."
79,Can I get my Aadhaar letter downloaded online after it is generated?,"Yes, once your Aadhaar is generated, eAadhaar can be downloaded online."
80,Can Foreign National update their demographic/Biometric information in Aadhaar?,"Yes, Foreign National can update their Demographic and Biometric information in Aadhaar at designated Aadhaar Enrolment centre with valid supporting documents as applicable.List of valid supporting documents is available at - List of Supporting Document"
81,Is HoF based Update is allowed for Resident Foreign Nationals?,"Yes, address can be updated for relationship with applicant (Mother, Father, Spouse, Ward/Child, Legal Guardian, Sibling) under HoF based update of address for Resident Foreign Nationals.
In case the Aadhaar holder is less than 18 years of age the relationship applicable for HOF based address update will be Mother, Father and Legal Guardian."
82,Do I need to visit the same enrolment centre for update also where my original enrolment was done?,No. You can visit any Aadhaar Enrolment/Update Centre for update of demographic and biometrics details in Aadhaar. However you can also update your address or document (POI & POA) in your Aadhaar through online mode.
83,"My request for gender  update rejected as limit exceeded, how can I update my gender?","You are permitted to update gender once by enrolling at the enrolment centre for update of gender for which no document is required.
In case you need further update in gender please enrol for gender update at any enrolment centre by submitting a medical certificate or transgender id card. 1. Once your request gets rejected for limit exceed, please call 1947 or mail at help@uidai.net.in and request for exception processing of gender update through regional office, by providing the EID number.2. While sending the mail please ensure to attach all the required documents such as EID slip of latest enrolment, alongwith Medical Certificate/Transgender id card.3. The detailed process is available at - Procedure for updating the Gender
The list of valid supporting documents is available at - List of Supporting Documents"
84,"My request for name update rejected as limit exceeded, how can I update my name?","You are permitted to update Name twice by presenting any of the valid document as per the list of documents available at : List of Supporting DocumentsIn case you need further update in name you require a gazette notification for name change and follow the following process:1. Enrol at the nearest centre with 'gazette notification for name change' alongwith any supporting POI document of old name with Photograph (for first/full name change) / Divorce Decree / Adoption Certificate / Marriage Certificate.2. Once your request gets rejected for limit exceed, please call 1947 or mail at help@uidai.net.in and request for exception processing of name update through regional office, by providing the EID number.3. While sending the mail please ensure to attach all the required documents such as EID slip of latest enrolment, gazette notification of name change, alongwith any supporting POI document of old name with Photograph (for first /full name change) / Divorce Decree / Adoption Certificate / Marriage Certificate.4. The detailed process is available at - Name & Gender update request under exception"
85,Can I get my Aadhaar Letter downloaded online after updation?,"Yes, once your Aadhaar is generated, eAadhaar can be downloaded online."
86,Can I update Biometrics (FingerPrints/ Iris/Photograph) in Aadhaar?,"Yes, you can update your Biometrics (FingerPrints/ Iris/Photograph) in Aadhaar. For Biometrics updates, you need to visit the nearest Aadhaar Enrolment Centre."
87,Can one enrol for Aadhaar from anywhere in India?,"Yes,one can enrol for Aadhaar from anywhere in India. All you need is valid Proof of Identity and Proof of Address. See the list of acceptable documents here - Valid Documents List for POA and POI"
88,Do I need to bring original documents for updation at the Aadhaar Enrolment Centre?,"Yes, you need to bring original documents for updation at the Aadhaar Enrolment Centre. Please ensure to collect the original documents, after they are scanned by the operator."
89,Does submission of request guarantee an update of demographic information?,Submission of information does not guarantee an update of Aadhaar data. Update requests submitted are subject to verification & validation by the UIDAI and after validation only the update request is processed (accepted/rejected).
90,How much time does it take to get an updation in Aadhaar?,Normally 90% of the update request is completed within 30 days.
91,How many Aadhaars can be linked with the same mobile number?,There is no restriction on number of Aadhaar that can be linked with one mobile number. However it is advised to link your own mobile number or mobile number you have better access only with your Aadhaar as the same is used for various OTP based authentication services.
92,I have lost my mobile number/ do not possess the number that I enrolled with Aadhaar. How should I submit my update request? Can I update it online?,"You can update your mobile number in Aadhaar by visiting any of the Aadhaar Enrolment Centre or through postman, for which no document or old mobile number is required.Mobile update is not permitted through online mode."
93,Shall I get the Aadhaar letter again after any update?,"The Aadhaar letter with updates will be delivered only at the address given in aadhaar in case of update in Name, Address, Date of Birth and Gender. In case of update of mobile number/Email id, No letter will be sent, only the notification will be sent on the given mobile number/email id."
94,What are the documents required for updation in Aadhaar details?,The list of documents required for update of demographic details in Aadhaar is available at : (List of Supporting Documents)The list of documents are displayed at the enrolment centre also.
95,Is there any fee involved for updation in Aadhaar details?,"Yes, fee is applicable for update in Aadhaar. For fee details please visit Aadhaar Enrolment & Update Charge
The applicable charges for update services is displayed at the enrolment centre and bottom of the acknowledgement slip issued."
96,What details can I get update at Aadhaar Enrolment Centre?,"You can update Demographics details  (Name, Address, DoB, Gender, Mobile & Email id, Documents (POI&POA))  and/or Biometrics (Fingerprints, Iris & Photograph) details at enrolment centre based on the services available. You can locate an Aadhaar centre with service available details at  Bhuvan portal: Bhuvan Aadhaar Portal"
97,Where can I update my mobile number?,You can update your mobile number by visiting any Aadhaar Enrolment centre. Aadhaar Enrolment centre can be located by visiting at Bhuvan portal: https://bhuvan-app3.nrsc.gov.in/aadhaar/
98,"Whether the marriage certificate with photograph issued by Church and duly counter-signed by Christian Marriage Registrar appointed under section 7 of the Indian Christian Marriage Act, 1872, is a valid PoI/PoR document for the purpose of Aadhaar enrolment and update?","It is acceptable as Proof of Identity, Proof of Address and Proof of Relationship document only for demographic update"
99,Will my Aadhaar number get changed after updation?,"No, your Aadhaar number will always remain the same after the update."
100,Will the Aadhaar be delivered after updating mobile number or email id?,No
101,Is there any provision available to update my regional language in Aadhaar to display all fields in same regional language?,"Update of regional language in Aadhaar is possible by visiting Aadhaar enrolment centre having this facility. For details of Aadhaar enrolment centre please click here Bhuvan Aadhaar Portal
Action by operator in case an applicant request for update of regional language in his Aadhaar the following steps to be taken:-

If operator is logged in different regional language, please logout and re-login with the desired language (option to select regional language is available under ‘local language settings’ on the top right of demographic screen).
Update the demographic details (name, address) by submitting Proof of Identity (POI) and Proof of Address (POA) documents. Documents in English can be accepted as documentary proof.
If operator is not well versed with the desired regional language, he/she shall intimate the same to the applicant and inform him that applicant shall be responsible for transliteration errors.
After completion of request, operator can logout and continue operations after re-login with regional language of that region."
102,What is the role and responsibilities of a verifier at Aadhaar Enrolment and Update centre?,"Verifier to play a major role in enrolment and  verify the information mentioned in the supporting documents with the information mentioned in the Aadhaar enrolment or update form. In case the authenticity of document can be verified by using QR code or any online mode, the same should be verified before using for enrolment."
103,What is the role and responsibilities of an operator at Aadhaar Enrolment and Update centre?,"1. Operator to login, lock (if she is away from from the machine) and sync the machine time to time as specified2. Inform the individual seeking enrolment or Aadhaar number holder about the form and documents required for enrolment or update3. Verify the information mentioned in the supporting documents with the information mentioned in the Aadhaar enrolment or update form. In case the authenticity of document can be verified by using QR code or any online mode, the same should be verified before using for enrolment. 4. Ensure entered data into the software is correct5. Capture Biometrics for enrolment or update, in case of difficulty in capturing proper biometric of the applicant (poor biometrics) use force capture option.6. After enrolment or update return the documents submitted alongwith acknowledgment slip. Operators are not permitted to keep details/copies of document submitted for enrolment.7. In case of Biometric exception, ensure to take the Exception photograph of the applicant showing applicant’s face and both hands, irrespective of the type of exception8. Please behave properly with the customers and deny service politely if required documents not available.9. Keep oneself updated with latest guidelines & policies for enrolments & updates10. Operators are advised for not to link their mobile number for applicants and encourage the individual seeking enrolment or Aadhaar number holder to enter their own mobile number and email id or where they have better access to such number, as the mobile/email can be used for various OTP based Authentications for availing services."
104,Can individuals without proper document permitted to enrol for Aadhaar?,"Aadhaar enrolment is a document based process where applicant to submit proof of identity (POI) and proof of address (POA) at the time of enrolment. To record date of birth of applicant as 'verified' in Aadhaar, document to prove the date of birth (PDB) to be submitted.
In case an applicant does not possess valid POI and/or POA document he can enrol for Aadhaar under HOF mode by submitting proof of relationship (POR) document, containing the details of applicant and HOF. In case of HOF enrolment address in HOF's Aadhaar shall be recorded as address for the applicant. If PDB document is not available, DOB can be recorded as declared or approximate."
105,What are the UIDAI Guidelines for Verification that the Verifier must keep in mind while verifying the Documents?,"Make sure that the resident has original documents for verification. The documents produced by the resident for Aadhaar enrolment/Update must be in the list of approved documents only.The format is for certificate to be issued by officials/ institutions (only those that are recognised in the UIDAI’s valid list of documents) for Proof of Address is as per Appendix A/B.Verifier can refuse verification, if they suspect forged/altered documents. Verify Name, Date of Birth, Address, and Relationship Details against PoI, PDB, PoA, PoR, respectively.NamePoI requires a document containing the resident’s name and photograph. Verify that supporting document has both.If any of the PoI document submitted does not contain the photograph of the resident, then it will not be accepted as a valid PoI.Confirm the name in the document by asking the applicant his/her name. This is to ensure that the resident is providing own documents.The name of the person should be entered in full. It should not include salutations or titles like Mr., Miss, Mrs., Major, Retd., Dr. etcIt is very important to write the person’s name very carefully and correctly. For example, the respondent may tell that his name is V. Vijayan whereas his full name may be VenkatramanVijayan and similarly R. K. Srivastava’s full name may actually be Ramesh Kumar Srivastava. Similarly, a female enrollee may tell her name as K. S. K. Durga while her full name may be Kalluri Surya Kanaka Durga. Ascertain from her/him the expansion of her/his initials and check the same in the documentary evidence produced.
If two documentary proofs produced by the enrollee have variation in the same name (i.e., with initials and full name), the enrollee’s full name should be recorded.Sometimes the infants and children may not have been named yet. Try to ascertain the intended name for the child by explaining to the enrollee the importance of capturing the name of the individual for allotting UID. Proof of Date of Birth(PDB)):Date of birth of Resident must indicate day, month and year in the relevant field.If the Resident provides documentary evidence of Date of Birth, then the Date of Birth is considered as “Verified”. When resident declares the DoB without any documentary evidence, then date of birth is considered as “Declared”.When the resident is unable to give exact date of birth and only age is mentioned by the resident or approximated by the verifier then only age is recorded. The software will automatically calculate year of birth in such case.The Verifier should check the entry in the Enrolment/Update Form and ensure that the resident has correctly indicated the date of birth as “verified”/”declared” or has filled his/her Age.Residential Address:Verify that the PoA contains the name and address. The Verifier should ensure that the name in the PoA document matches with the name in the PoI document. A difference in the name in PoI and PoA document is acceptable if the difference is only in spelling and/or sequence of first, middle and last name.The “care of” person’s name, if any, is usually captured for children and old age people living with parents and children, respectively. If not available, one can leave this Address line blank (as its optional).Enhancement of address is allowed. The resident may be allowed to add minor fields such as House No., Lane No., Street Name, correcting typographic errors, minor changes/ corrections to pin code etc. to the address listed in the PoA as long as these additions/modifications do not alter the base address mentioned in the PoA documentIf the changes requested in Address Enhancement are substantial and change the base address that is listed in the PoA, the resident will be required to produce an alternate PoA.Relationship Details:In the case of children below 5 years, “Name” and “Aadhaar Number” of one of the parents or guardian is mandatory. Parent/Legal Guardian must produce their Aadhaar letter when enrolling children (or they can be Enroled together).In the case of an adult, no verification will be done for the information on parent or spouse. They are recorded for internal purposes only.Head of Family(HoF):Verify that the PoR document establishes relation between the Head of Family and the family member. Only those family members can be Enroled based on the relationship document (PoR), whose names are recorded on relationship document.Head of Family must always accompany the family member when the family member is getting Enroled.The verifier must also check the HoF details in the Enrolment/ Update Form in case of HoF based verification. HoF’s Name and Aadhaar Number in form should be verified against the Aadhaar letter.Ensure that in case of HoF based enrolments, the relationship details mentioned in the form are of the HoF only.Mobile Number, Email address:If the enrollee possesses and is willing to provide his/her Mobile Number and / or Email Address, these optional fields must be filled in. Verifier can inform the importance of these fields to the resident."
106,What are the responsibilities of a Verifier?,"For enrolment, applicant will bring his/her Original documents/ Attested Photocopies along with filled Aadhaar Enrolment/Update Form. Verifier must verify the information mentioned in the supporting documents with the information mentioned in the Aadhaar Enrolment/Update Form. Verifier also checks that the names of the documents captured in the enrolment form are correct and same as the original documents produced by the applicant
Verifier’s needs to ensure that Enrolment/Update Form is filled completely and correctly as per UIDAI enrolment process. No mandatory field should be left blank and applicants should be encouraged to fill optional fields like mobile number and email address.Verifier will sign and stamp the Enrolment/Update Form after verification. If stamp is not available, the verifier can sign and put his/her Name. The resident will then go to the Enrolment Agency Operator for getting Enroled.However, if the Aadhaar number holder is Enroled and has come for Correction for a particular demographic field, the applicant need not enter all details in the Form. The resident must provide his/her original Enrolment Number, Date and Time (together known as EID)/UID/, his/her Name and the field which needs correction.Verifier will only verify if it is one of the fields requiring verification of documents. Verifier will use the same UIDAI verification guidelines as used during applicant enrolment.
The Verifier must be physically present at the enrolment centre, and monitor the Enrolment Centre performance and provide immediate information to UIDAI and Registrar on process deviations and malpractices at the enrolment centre."
107,Who is a Supervisor and what are his/her qualifications?,"A Supervisor is employed by an Enrolment Agency to operate and manage enrolment centres. It is mandatory to have one Supervisor at each Enrolment Centre. To qualify for this role, the person should satisfy the following criteria:
The person should be of age 18 years and above


The person shall be 10+2 pass and should preferably be a graduate
The person should have been Enroled for Aadhaar and his/her Aadhaar number should have been generated.
The person should have a good understanding and experience of using a computer
The person should have obtained “Supervisor Certificate” from a Testing and Certification Agency appointed by UIDAI.



Before starting work as a Supervisor:


The person must be engaged and activated by any Enrolment Agency in accordance with UIDAI guidelines prior to commencing enrolments.
The person should have undergone Training Session conducted by Regional Offices/Enrolment Agency on Aadhaar Enrolment/Update Processes and various equipment and devices used during Aadhaar enrolment.
The person should have read the complete Training Material on Aadhaar Enrolment/Update available on UIDAI website before giving the certification exam.
The person should be comfortable with local language keyboard and transliteration"
108,What are the Document Scanning Guidelines of UIDAI?,"The Operator will scan Originals of each of the documents below depending on the type of enrolment:
Enrolment Form – For each EnrolmentPoI, PoA – For document based enrolmentsProof of Date of Birth (PDB) document – For Verified Date of BirthPoR – For Head of Family Based EnrolmentsAcknowledgement cum Consent – For each Enrolment after Operator and Applicant's signature
The documents are scanned in a sequence and all document scans are standard size (A4).Make sure that the desired portions (the data entered during Aadhaar enrolment) of the document are visible clearly in the scan and the document pages do not overlap.Each scanned page must be legible and without any marks due to dust and scratches. Remove the previous scan and re- scan a document where required.Once all document pages are scanned, the Operator can see and check the total no. of pages scanned and confirm that all pages are scanned.Return all the original documents and Enrolment Form to the applicant Also handover the acknowledgement cum Consent to the applicant."
109,What Does the Operator do after Capturing Demographic and Biometric Data of the applicant?,"The Operator will then authenticate himself/ herself to sign-off the data captured for the applicant.Do not allow anyone else to sign for an enrolment that you have done. Do not sign for enrolments done by others.Operator will get the Supervisor to Sign Off in case enrolee has biometric exceptionsIn case the verification type is selected as HOF, get the HOF authentication.
Operator can select the local language of the region, if required he may change language for Language only update requests.
Take Applicant's signature on consent and file the same along with applicant's other documents. Sign and Provide Acknowledgement to applicant The acknowledgement is a written confirmation of the applicant getting Enroled. It is important for the applicant as it carries the enrolment number, date and time that the applicant will need to quote when interacting with UIDAI and its Contact centre (1947) for information on his/her Aadhaar status.The enrolment number, date and time are also required if any correction in the applicant's data is required to be done using update process. Thus the operator must make sure that the acknowledgement and consent printed is clear and legible.While handing over the acknowledgement to the applicant the Operator must inform below to the applicant.The Enrolment Number printed on acknowledgement is not the Aadhaar number and that the applicant's Aadhaar number will be communicated through a letter subsequently. This message is also printed in acknowledgement.The applicant must preserve his/her and the children’s Enrolment Acknowledgement Slip for future reference.
To know the Aadhaar Generation Status they can call the Call Centre or log on to e-Aadhaar portal/Aadhaar Portal/website.Aadhaar number will be delivered by the local post office to the address provided at the time of enrolment."
110,How does the Operator Review Data with the Applicant ?,"The Operator must show the data entered to the applicant on a monitor facing the applicant and if required, read out the content to the enrollee, to ensure that all details captured are correct. During Review of the enrolment data with applicant, Operator must read out critical fields to the applicant before finishinng enrolment.The Operator must reconfirm the following fields:Spellings of Applicant's NameCorrect GenderCorrect Age/Date of BirthAddress – Pin Code; Building; Village/ Town /City; District; StateRelationship Details – Parent/Spouse/LegalGuardian ; Relative NameAccuracy and Clarity of Photograph of the residentMobile Number & Email IDIn case of any errors, Operator must correct recorded data and review again with the applicant. If no corrections are required, resident will approve the data."
111,What are the UIDAI Guidelines for Biometric Data Capture?,"Biometric Data Capture Guidelines:
Check applicant's eyes and fingers for fitness (missing/amputated). If the applicant has any deformities due to which it is not possible to take fingerprints/iris, these also have to be captured as a biometric exception.Check and indicate Biometric Exceptions in the software, only where applicable. Do not mark biometric exceptions where biometrics can be captured. It will be treated as ‘fraud’ and invite strictest penalty.In case of Biometric exception, always take the Exception photograph of the applicant showing resident’s face and both hands, irrespective of the type of exception.The enrolee may not be in a position to keep herself / himself in correct posture for reaching biometric instruments or for photograph due to old age or sickness. In such cases the operator should arrange to take the biometric data by moving the equipment close to the enrole.If the finger/iris of the applicant has a temporary damage and it is not possible to capture the biometric, the applicant should come later once temporary damage is resolved.Capture Biometrics - Facial Image, IRIS and Fingerprints for all the applicants above 5 years in age.In case of children who are below 5 years in age, only Facial Image and authentication by one of the parent’s/legal guardian is to be captured.
Guidelines for Facial Image Capture
Enrolee Position: For capturing facial image, it is advisable for the operator to adjust the camera instead of the Enrole to position herself/himself at the right distance or in the right posture. Frontal pose needs to be captured i.e. no head rotation or tilt. The applicant should be instructed to be seated properly with their back upright and their face towards the camera.Focus: The capture device should use auto focus and auto-capture functions. The output image should not suffer from motion blur, over or under exposure, unnatural colored lighting, and distortion.Expression: Expression strongly affects the performance of automatic face recognition and also affects accurate visual inspection by humans. It is strongly recommended that the face should be captured with neutral (non-smiling) expression, teeth closed, and both eyes open and looking into the camera.Illumination: Poor illumination has a high impact on the performance of face recognition. Proper and equally distributed lighting mechanism should be used such that there are no shadows over the face, no shadows in eye sockets, and no hot spots. No light exactly above the enrolee should be used since it can cause shadows. Light should be diffused and placed in front of the enrolee so that there are no shadows under the eye.Eye Glasses: glasses should be taken off before taking the photograph.Accessories: Use of accessories that cover any region of the face is not permitted. For example, women in purdah would have to reveal the full face before the photograph is taken. Similarly women in Ghoonghat would have to clearly reveal the full face before the photograph can be captured. The head may remain covered but the full face contour should be visible.Further, accessories like turban/head gear are also allowed as religious/ traditional practices.However, accessories like eye patches are allowed due to medical reasons. This would also mean an exception needs to be recorded for Iris, because only one Iris can be captured.Operators need to be trained to obtain the best possible face images that satisfy requirements. Even if the quality flag is green but the Operator is able to judge that a better picture can be taken, then same should be attempted. However, it should be borne in mind that recapture should not become harassment for the applicant.For children, it is acceptable that the child sits on parent’s laps, but it needs to be ensured that parent’s face is not captured along with child’s face. The background may get rejected due to non white screen in case of children but two faces should not get captured in one picture.Actionable feedback needs to be checked for captures that fail. Some of the actionable feedbacks in software are:No face FoundEnrolee too farEnrolee too close (eye distance in input image is greater than one third of image width)Pose (Look Straight)Insufficient lightingVery low face confidence (faceless, object not identified as human face)Non-uniform lighting (of face in output image)Incorrect background (in output image)Insufficient lighting (bad gray values in face area of output image)If any biometric exceptions have been specified on the demographic screen, these should be captured as photographs on the Photograph screen.Only facial image is captured for children below 5 years. Iris and fingerprint screens will not get activated for children below 5 years
Guidelines for Capturing Fingerprints
The images of all the ten fingers are to be captured. The fingerprints must be captured in the sequence of slaps of four fingers of left hand, right hand followed by the two thumbs.The fingers have to be positioned correctly on the platen to enable capture. There should be no direct light shining on the platen. Use the Indicators on fingerprint devices for positioning of fingers. The fingers should be placed in right direction on the device. Please consult the manufacturer manual incase of any doubt or else consult the supervisor.Use a lint free cloth periodically to clean the platen of the finger print device for good finger print captureCheck devices periodically for scratches, out of focus images, only partial images getting captured. In case any such problem is noticed, then report to your Supervisor/EA and request for change of equipment.Fingerprints cut off, wet/smudged fingerprint; very light prints due to insufficient pressure will result in poor quality. The applicant's hands should be clean (no mud, oil etc.). Ask applicant to wash hands with water and soap, if necessary.The fingers should not be excessively dry or wet. Moisten with a wet cloth or dry finger with a dry clothThe Enrollee should be requested to place all four fingers of the left hand/right hand/two thumbs to platen of the fingerprint scanner for the four-finger capture to ensure good contact and maximize the area of the captured fingerprints. Ensure that the fingers are placed flat and till the top joint of the finger is placed well on the scanner. The top of the fingers should be within the platen area and not outside the defined area.If automatic capture does not happen, the operator should force the capture when force capture tab is enabled in the enrolment software.The operator should check the actionable feedback when capture fails. Some actionable feedbacks provided by software are:Number of fingers present does not match with expected number of fingersFinger not positioned correctlyToo much Pressure (duty cycle)Too little pressureCentral region missingExcessive moisture (wetness)Excessive drynessThe operator should visually check the image for quality and for typical problems. In case there are problems go back to steps above to retry the capture.When image quality is pass or if maximum number of captures are exhausted, move on to the next stepFingerprints are best captured in standing positionIn case of additional fingers, ignore the additional finger and capture the main five fingers.Make sure your own fingerprints do not get mixed with the applicant's fingerprints. Operators can carefully put small pressure on the applicant's fingers to capture the fingerprints but always make sure not to mix your own fingerprints.
Guidelines for Capturing Iris
The operator and not the Enrollee will handle the capture device, generally.Children can be told that it is like taking photos/pictures so that they are not apprehensive.The Enrollee will be required to sit in a fixed position, like taking a portrait photograph.The software is able to measure the iris image quality. An initial image quality assessment would be done to provide feedback to the operator during the capture process. The software alerts the operator with actionable feedbacks, if the captured iris image is of insufficient quality. Some actionable feedbacks provided by software are:Occlusion(significant part of iris is not visible)Iris not in focusGaze incorrect(resident looking away)Pupil dilationThe iris capture process is sensitive to ambient light. No direct or artificial light should directly reflect off Enrolee’s eyes.The device should be held steady. In case device requires to be held by resident, the enrolment operator/supervisor may help the applicant to hold the device steady.Table light used for facial image capture should be switched off during iris capture. Direct sunlight or any other bright light shining on applicant's eye will create reflections and result in poor quality image.Operator must instruct the applicant to look straight into the iris scanner, open eyes wide open (one easy way to do this is to ask the applicant look angry or stare) and do not blink during iris capture. Applicant has to be stationary.If applicant is experiencing difficulty during Iris scan and recapture is required, then the operator may navigate to next screen to capture other details and then return to Iris capture. This will relax the applicant from constant pressure to keep eyes wide open during iris capture.The Operator needs to be patient during capture and wait for the device response instead of scrolling, navigating back and forth on screen."
112,What are the UIDAI Guidelines for Demographic Data Capture?,"Demographic Data Capture Guidelines:
Enter the Demographic details of the applicant from the verified Enrolment/Update Form.In case of Aadhaar Update, only the fields which need to be updated should be marked and filled.Encourage the applicant to add mobile number and email ID in the form.Pay attention to Data Aesthetics during demographic data capture. Avoid improper use of spaces, punctuation marks, capital & small letters during data capture.Avoid use of un-parliamentary language & transliteration error.Leave those non-mandatory fields blank where no data is provided by applicant. Do not enter N/A, NA etc. in fields where applicant has not provided any data.FillingC/o field with Father / Mother / Husband / Wife / Guardian field is not mandatory for applicant.In case of children below the age of 5 years the parents’ or legal guardian’s name and Aadhaar Number shall be mandatorily recorded.It is not compulsory for only father’s name to be recorded against the ‘parent’s name.’ Mother’s name can alone be recorded for the ‘parent’s guardian’s’ name if so desired by the parent.Enrolment of the parent is mandatory prior to the child. If the child’s father /mother / guardian has not Enroled or does not possess Aadhaar Number at the time of enrolment, the enrolment of that child cannot be done.For Head of Family (HoF) based verification Name, Aadhaar Number of HoF and Relationship Details of the family member to HoF are mandatory details to be entered."
113,Who is an Operator and what are his/her qualifications?,"An Operator is employed by an Enrolment Agency to execute enrolment at the enrolment stations. To qualify for this role, person should satisfy the following criteria:
The person should be of age 18 years and above.The person shall be 10+2 pass and should preferably be a graduate.The person should have been Enroled for Aadhaar and his/her Aadhaar number should have been generated.The person should have a basic understanding of operating a computer and should be comfortable with local language keyboard and transliteration.The person should have obtained “Operator Certificate” from a Testing and Certification Agency appointed by UIDAI."
114,Are EAs allowed to sub-contract Enrolment Work?,Sub-Contracting of Enrolment Work by EAs is not allowed.
115,Who is an Enrolment Agency (EA)?,Enrolment Agencies are entities appointed by Registrar or Authority for collecting demographic or biometric information of an individuals seeking enrolment.
116,Who is a Registrar?,"""Registrar"" is any entity authorized or recognized by the UID Authority for the purpose of enrolling the individuals for UID numbers. Registrars are typically departments or agencies of the State Government/Union territory, public sector undertakings and other agencies and organizations, who interact with residents in the normal course of implementation of some of their programs, activities or operations. Examples of such Registrars are Rural Development Department (for NREGS) or Civil Supplies and Consumer Affairs Department (for TPDS), insurance companies such as Life Insurance Corporation and Banks.Registrars will collect demographic & biometric data from residents directly or through Enrolment Agencies. Registrars have the flexibility to collect additional data, which will be referred to as ‘KYR+’ fields for the various applications they have in mind. The UIDAI has developed standards, procedures and processes, guidelines and technology systems to execute the entire Aadhaar enrolment process which will be adhered to by the Registrars. Registrars can also leverage the Ecosystem that has been built by the UIDAI in order to support them in this process."
