,Question,Answer
31,एनआरआई नामांकन की प्रक्रिया क्या है?,"नामांकन चाहने वाले एनआरआई को आधार नामांकन केंद्र पर जाना होगा और वैध सहायक दस्तावेजों के साथ अपेक्षित नामांकन फॉर्म में अनुरोध जमा करना होगा। नामांकन और अपडेट फॉर्म https://uidai.gov.in/en/my-aadhaar/downloads/enrolment-and-update-forms.html से भी डाउनलोड किया जा सकता है।नामांकन ऑपरेटर नामांकन के दौरान निम्नलिखित जानकारी प्राप्त करेगा:
अनिवार्य जनसांख्यिकीय जानकारी (नाम, जन्म तिथि, लिंग, पता और ईमेल)वैकल्पिक जनसांख्यिकीय जानकारी (मोबाइल नंबर)औरबायोमेट्रिक जानकारी (फोटो, 10 अंगुलियों के निशान, दोनों आईरिस)प्रस्तुत दस्तावेज़ों का प्रकार [वैध भारतीय पासपोर्ट पहचान के प्रमाण (पीओआई) के रूप में अनिवार्य है]आवासीय स्थिति (भारत में कम से कम 182 दिनों तक निवास एनआरआई के लिए लागू नहीं है)यदि एनआरआई को पासपोर्ट में उल्लिखित पते के अलावा किसी अन्य पते की आवश्यकता होती है, तो उसके पास निवासी भारतीय के लिए उपलब्ध पते का कोई भी वैध प्रमाण प्रस्तुत करने का विकल्प होता है।
नामांकन पूरा करने के बाद ऑपरेटर लागू शुल्कों वाली एक पावती पर्ची के साथ सभी दस्तावेज लौटाएगा।वैध सहायक दस्तावेजों की सूची https://uidai.gov.in/images/commdoc/List_of_Supporting_Document_for_Aadhaar_Enrolment_and_Update.pdf पर उपलब्ध है।आप निकटतम नामांकन केंद्र का पता यहां लगा सकते हैं: https://bhuvan-app3.nrsc.gov.in/aadhaar/"
32,मेरे पासपोर्ट में पता अपडेट नहीं है। मैं अपने आधार आवेदन के लिए अपना वर्तमान पता देना चाहता हूं। क्या यह संभव है?,हाँ। एनआरआई आवेदकों के लिए पहचान प्रमाण (पीओआई) के रूप में एक वैध भारतीय पासपोर्ट अनिवार्य है। आप यूआईडीएआई द्वारा स्वीकार्य दस्तावेजों की सूची के अनुसार पते के वैध सहायक प्रमाण (पीओए) के साथ कोई अन्य भारतीय पता देना चुन सकते हैं:https://uidai.gov.in/images/commdoc/List_of_Supporting_Document_for_Aadhaar_Enrolment_and_Update.pdf
33,क्या मैं अपने आधार विवरण में एक अंतर्राष्ट्रीय मोबाइल नंबर दे सकता हूँ?,"हां, हालांकि अंतरराष्ट्रीय/गैर-भारतीय मोबाइल नंबरों पर संदेश डिलीवर नहीं किए जाएंगे।"
34,5 वर्ष से कम उम्र के एनआरआई के बच्चों के लिए आधार नामांकन की प्रक्रिया क्या है?,"नामांकन के इच्छुक एनआरआई बच्चे को माता और/या पिता या कानूनी अभिभावक के साथ आधार नामांकन केंद्र पर जाना होगा और वैध सहायक दस्तावेजों के साथ अपेक्षित नामांकन फॉर्म में अनुरोध जमा करना होगा। नामांकन और अपडेट फॉर्म https://uidai.gov.in/en/my-aadhaar/downloads/enrolment-and-update-forms.html से भी डाउनलोड किया जा सकता है।
नामांकन ऑपरेटर नामांकन के दौरान निम्नलिखित जानकारी प्राप्त करेगा:अनिवार्य जनसांख्यिकीय जानकारी (नाम, जन्म तिथि, लिंग, पता और ईमेल)वैकल्पिक जनसांख्यिकीय जानकारी (मोबाइल नंबर)माता और/या पिता या कानूनी अभिभावक (एचओएफ आधारित नामांकन के मामले में) का विवरण (आधार संख्या) लिया जाता है। माता-पिता/अभिभावक दोनों या किसी एक को बच्चे की ओर से प्रमाणित करना होगा और नामांकन फॉर्म पर हस्ताक्षर करके नाबालिग के नामांकन के लिए सहमति भी देनी होगी।औरबायोमेट्रिक जानकारी (बच्चे का फोटो)प्रस्तुत दस्तावेज़ों का प्रकार [पहचान के प्रमाण (पीओआई) के रूप में बच्चे का वैध भारतीय पासपोर्ट अनिवार्य है]आवासीय स्थिति (भारत में कम से कम 182 दिनों तक निवास एनआरआई के लिए लागू नहीं है)नामांकन पूरा करने के बाद ऑपरेटर लागू शुल्कों वाली एक पावती पर्ची के साथ सभी दस्तावेज लौटाएगा (नया नामांकन नि:शुल्क है)।वैध सहायक दस्तावेजों की सूची https://uidai.gov.in/images/commdoc/List_of_Supporting_Document_for_Aadhaar_Enrolment_and_Update.pdf पर उपलब्ध है।"
35,मैं एक एनआरआई हूं और मेरे पास आधार है। क्या मेरे आधार और पासपोर्ट के आधार पर मेरे जीवनसाथी का नामांकन किया जा सकता है?,एनआरआई संबंध का वैध प्रमाण (पीओआर) दस्तावेज जमा करके आधार नामांकन के लिए माता/पिता/कानूनी अभिभावक की क्षमता में एचओएफ के रूप में कार्य कर सकता है। वैध सहायक दस्तावेजों की सूची https://uidai.gov.in/images/commdoc/List_of_Supporting_Document_for_Aadhaar_Enrolment_and_Update.pdf पर उपलब्ध है।
36,क्या मेरे पासपोर्ट का उपयोग मेरे जीवनसाथी के आधार अपडेट के लिए किया जा सकता है?,"यदि आपके पासपोर्ट में आपके पति या पत्नी का नाम है, तो इसे उनके पते के प्रमाण के रूप में इस्तेमाल किया जा सकता है।"
37,क्या कोई एनआरआई आधार के लिए आवेदन कर सकता है?,हाँ। वैध भारतीय पासपोर्ट वाला एक एनआरआई (चाहे नाबालिग हो या वयस्क) किसी भी आधार नामांकन केंद्र से आधार के लिए आवेदन कर सकता है। एनआरआई के मामले में 182 दिनों की आवासीय शर्त अनिवार्य नहीं है।
38,एनआरआई के लिए आधार के लिए नामांकन की प्रक्रिया क्या है?,"प्रक्रिया यह है:नामांकन चाहने वाले एनआरआई को आधार नामांकन केंद्र पर जाना होगा और वैध सहायक दस्तावेजों के साथ एक अपेक्षित फॉर्म जमा करना होगा। नामांकन एवं अद्यतन प्रपत्र (नामांकन एवं अद्यतन प्रपत्र) से भी डाउनलोड किया जा सकता है।
नामांकन ऑपरेटर नामांकन के दौरान निम्नलिखित जानकारी प्राप्त करेगा:
अनिवार्य जनसांख्यिकीय जानकारी (नाम, जन्म तिथि, लिंग, पता और ईमेल)वैकल्पिक जनसांख्यिकीय जानकारी (मोबाइल नंबर)औरबायोमेट्रिक जानकारी (फोटो, 10 अंगुलियों के निशान, दोनों आईरिस)प्रस्तुत दस्तावेज़ों का प्रकार [वैध भारतीय पासपोर्ट पहचान के प्रमाण (पीओआई) के रूप में अनिवार्य है]आवासीय स्थिति (भारत में कम से कम 182 दिनों तक निवास एनआरआई के लिए लागू नहीं है)
नामांकन पूरा करने के बाद ऑपरेटर लागू शुल्कों वाली एक पावती पर्ची के साथ सभी दस्तावेज लौटाएगा।वैध सहायक दस्तावेज़ों की सूची (सहायक दस्तावेज़ों की सूची) पर उपलब्ध हैआप निकटतम नामांकन केंद्र का पता 'भुवन आधार पोर्टल' से लगा सकते हैं।"
39,मेरे पास जन्मतिथि का कोई प्रमाण नहीं है। मैं आधार में जन्मतिथि को कैसे अद्यतन करूं?,"नामांकन के समय, यदि जन्म का कोई वैध प्रमाण उपलब्ध नहीं है तो नामांकन चाहने वाले व्यक्ति के पास आधार में जन्मतिथि को 'घोषित' या 'अनुमानित' के रूप में दर्ज करने का विकल्प होता है। हालाँकि, आधार में जन्मतिथि को अद्यतन करने के लिए, आधार संख्या धारक को जन्म दस्तावेज का वैध प्रमाण प्रस्तुत करना होगा।"
40,न और आधार में मेरी जन्मतिथि मेल नहीं खाती। उन्हें लिंक करने में सक्षम नहीं। कृपया मदद करें?,"दोनों को लिंक करने के लिए आपको अपनी जन्मतिथि को आधार या पैन के साथ सही करना होगा। यदि लिंकिंग की समस्या अभी भी बनी रहती है, तो हम आपसे अनुरोध करते हैं कि कृपया आयकर विभाग से संपर्क करें।"
41,पैन और आधार में मेरा नाम अलग-अलग है। यह मुझे दोनों को लिंक करने की अनुमति नहीं दे रहा है। क्या करूं?,"आधार को पैन से लिंक करने के लिए, आदर्श रूप से आपका जनसांख्यिकीय विवरण (यानी नाम, लिंग और जन्म तिथि) दोनों दस्तावेजों में मेल खाना चाहिए।
आधार में वास्तविक डेटा की तुलना में करदाता द्वारा प्रदान किए गए आधार नाम में किसी भी मामूली विसंगति के मामले में, आधार के साथ पंजीकृत मोबाइल पर वन टाइम पासवर्ड (आधार ओटीपी) भेजा जाएगा। करदाताओं को यह सुनिश्चित करना चाहिए कि पैन और आधार में जन्मतिथि और लिंग बिल्कुल समान हैं।
ऐसे दुर्लभ मामले में जहां आधार नाम पैन में नाम से पूरी तरह से अलग है, तो लिंकिंग विफल हो जाएगी और करदाता को आधार या पैन डेटाबेस में नाम बदलने के लिए प्रेरित किया जाएगा।
टिप्पणी:पैन डेटा अपडेट से संबंधित प्रश्नों के लिए आप यहां जा सकते हैं: https://www.utiitsl.com
आधार अपडेट संबंधी जानकारी के लिए आप UIDAI की आधिकारिक वेबसाइट https://uidai.gov.in/ पर जा सकते हैं
यदि लिंकिंग की समस्या अभी भी बनी रहती है, तो आपसे अनुरोध है कि आप आयकर की आधिकारिक वेबसाइट पर जाएं या आईटी विभाग की हेल्पलाइन पर कॉल करें।"
42,"क्या मेरे बैंक खाते, पैन और अन्य सेवाओं को आधार से जोड़ना मुझे असुरक्षित बनाता है?","नहीं, यूआईडीएआई के पास आपके आधार को किसी अन्य सेवा से जोड़ने की दृश्यता नहीं है। बैंक, आयकर आदि जैसे संबंधित विभाग आधार संख्या धारक की कोई भी जानकारी साझा नहीं करते हैं और न ही यूआईडीएआई ऐसी कोई जानकारी संग्रहीत करता है।"
43,"मुझसे बैंक खाते, डीमैट खाते, पैन और विभिन्न अन्य सेवाओं को आधार के साथ सत्यापित करने के लिए क्यों कहा जाता है?","आधार सत्यापन/प्रमाणीकरण आधार अधिनियम, 2016 की धाराओं द्वारा शासित होता है, जिसके तहत सेवाएं प्रदान करने के लिए संबंधित मंत्रालय/विभाग द्वारा उपयोग के मामले को अधिसूचित किया गया है।"
44,ऐसी कई एजेंसियां ​​हैं जो केवल आधार की भौतिक प्रतिलिपि स्वीकार करती हैं और कोई बायोमेट्रिक या ओटीपी प्रमाणीकरण या सत्यापन नहीं करती हैं। क्या यह एक अच्छा अभ्यास है?,"नहीं, इस संबंध में MeitY ने कार्यालय ज्ञापन संख्या 10(22)/2017-ईजी-II(VOL-1) दिनांक 19.06.2023 के माध्यम से सभी सरकारी मंत्रालयों/विभागों को विस्तृत निर्देश जारी किए हैं।"
45,मैंने अपनी पहचान साबित करने के लिए अपना आधार कार्ड एक सेवा प्रदाता को दे दिया। क्या कोई मेरे आधार नंबर को जानकर और उसका दुरुपयोग करके मुझे नुकसान पहुंचा सकता है?,"नहीं, बस आपका आधार नंबर जानने से कोई आपको नुकसान नहीं पहुंचा सकता। आपकी पहचान साबित करने के लिए, आधार संख्या को आधार अधिनियम, 2016 के तहत निर्धारित विभिन्न तरीकों के माध्यम से एजेंसियों द्वारा सत्यापित/प्रमाणित किया जाता है।"
46,"क्या कोई धोखेबाज मेरे आधार से जुड़े बैंक खाते से पैसे निकाल सकता है, अगर उसे मेरा आधार नंबर पता है या उसके पास मेरा आधार कार्ड है?","केवल आपका आधार नंबर या आधार से जुड़ा बैंक खाता जानने से, कोई भी आधार से जुड़े बैंक खाते से पैसे नहीं निकाल सकता है।"
47,"अगर पहचान साबित करने के लिए आधार का स्वतंत्र रूप से उपयोग किया जाना है और ऐसा करना सुरक्षित है, तो यूआईडीएआई ने लोगों को अपना आधार नंबर सोशल मीडिया या सार्वजनिक डोमेन में न डालने की सलाह क्यों दी है?","जहां भी जरूरत हो आप पैन कार्ड, डेबिट कार्ड, क्रेडिट कार्ड, बैंक चेक का इस्तेमाल करते हैं। लेकिन क्या आप इन विवरणों को इंटरनेट और सोशल मीडिया जैसे फेसबुक, ट्विटर आदि पर खुलेआम डालते हैं? जाहिर है नहीं! आप ऐसे व्यक्तिगत विवरण अनावश्यक रूप से सार्वजनिक डोमेन में न डालें ताकि आपकी गोपनीयता पर कोई अनुचित आक्रमण का प्रयास न हो। आधार के उपयोग के मामले में भी यही तर्क लागू करने की जरूरत है।"
48,"हाल ही में, यूआईडीएआई ने एक सलाह जारी की है जिसमें लोगों से कहा गया है कि वे अपना आधार नंबर सार्वजनिक रूप से, खासकर सोशल मीडिया या अन्य सार्वजनिक प्लेटफार्मों पर साझा न करें। क्या इसका मतलब यह है कि मुझे आधार का स्वतंत्र रूप से उपयोग नहीं करना चाहिए?","आपको अपनी पहचान साबित करने और लेन-देन करने के लिए बिना किसी झिझक के अपने आधार का उपयोग करना चाहिए, जैसे आप अपने बैंक खाता नंबर, पैन कार्ड, डेबिट कार्ड, क्रेडिट कार्ड इत्यादि का उपयोग जहां भी आवश्यक हो, करते हैं। यूआईडीएआई ने जो सलाह दी है वह यह है कि आधार कार्ड का उपयोग पहचान साबित करने और लेनदेन करने के लिए स्वतंत्र रूप से किया जाना चाहिए, लेकिन इसे ट्विटर, फेसबुक आदि सार्वजनिक प्लेटफार्मों पर नहीं डाला जाना चाहिए। लोग अपने डेबिट कार्ड या क्रेडिट कार्ड का विवरण या चेक (जिसमें बैंक खाता हो) देते हैं नंबर) जब वे सामान खरीदते हैं, या स्कूल की फीस, पानी, बिजली, टेलीफोन और अन्य उपयोगिता बिल आदि का भुगतान करते हैं। इसी तरह, आप बिना किसी डर के आवश्यकता पड़ने पर अपनी पहचान स्थापित करने के लिए अपने आधार का स्वतंत्र रूप से उपयोग कर सकते हैं। आधार का उपयोग करते समय, आपको उसी स्तर की सावधानी बरतनी चाहिए जैसे आप अन्य आईडी कार्ड के मामले में करते हैं - न अधिक, न कम।"""
49,"""एम-आधार और माई आधार में क्या अंतर है?","एमआधार एंड्रॉइड या आईओएस पर स्मार्टफोन के लिए मोबाइल आधारित एप्लिकेशन है, जबकि माई आधार एक लॉगिन आधारित पोर्टल है जहां आधार नंबर धारक आधार आधारित ऑनलाइन सेवाओं की एक श्रृंखला का लाभ उठा सकता है।"
50,माई आधार पोर्टल का क्या फायदा है?,"एक आधार नंबर धारक https://myaadhaar.uidai.gov.in/पोर्टल का उपयोग करके कुछ ही क्लिक में आधार से संबंधित सभी ऑनलाइन सेवाओं का लाभ उठा सकता है, जिन्हें होमपेज पर प्रासंगिक आइकन और FAQ अनुभागों के साथ वर्गीकृत किया गया है।"
51,क्या मैं पंजीकृत मोबाइल नंबर के बिना MyAadhaar पोर्टल का उपयोग कर सकता हूं?,"क्यूआर कोड स्कैन, अपॉइंटमेंट बुक करना, आधार पीवीसी कार्ड ऑर्डर करना, नामांकन स्थिति की जांच करना, नामांकन केंद्र का पता लगाना, शिकायत दर्ज करना आदि जैसी कुछ सेवाएं https://myaadhaar.uidai.gov.in/पोर्टल पर पंजीकृत मोबाइल नंबर के बिना भी प्राप्त की जा सकती हैं।"
52,माई आधार पोर्टल पर कैसे लॉगिन करें?,आधार नंबर धारक आधार नंबर और पंजीकृत मोबाइल नंबर पर प्राप्त ओटीपी का उपयोग करके https://myaadhaar.uidai.gov.in/ पोर्टल पर लॉग इन कर सकता है।
53,माई आधार पोर्टल क्या है?,माई आधार पोर्टल एक लॉगिन आधारित पोर्टल है जिसमें आधार से संबंधित सेवाओं की एक श्रृंखला शामिल है। आधार नंबर धारक https://myaadhaar.uidai.gov.in/ पर क्लिक करके माई आधारपर जा सकता है।
54,क्या अनुरोध में प्रस्तुत किए गए दस्तावेज़ बाहरी प्राधिकारी द्वारा सत्यापित किए जाएंगे?,"हां, नामांकन/अद्यतन अनुरोध सत्यापन के लिए अन्य अधिकारियों (राज्य) के पास जा सकता है।"
55,क्या निवासी विदेशी नागरिकों को जारी किया गया आधार जीवन भर के लिए वैध होगा?,"नहीं, निवासी विदेशी नागरिकों को जारी किया गया आधार निम्नलिखित तक वैध रहेगा:1. वीज़ा/पासपोर्ट की वैधता. 2. ओसीआई कार्ड धारक और नेपाल और भूटान के नागरिकों के मामले में वैधता नामांकन की तारीख से 10 वर्ष होगी।"
56,निवासी विदेशी राष्ट्रीय नामांकन की प्रक्रिया क्या है?,"नामांकन चाहने वाले निवासी विदेशी नागरिक को नामित आधार नामांकन केंद्र पर जाना होगा और वैध सहायक दस्तावेजों के साथ अपेक्षित नामांकन फॉर्म में अनुरोध जमा करना होगा।
नामांकन ऑपरेटर नामांकन के दौरान निम्नलिखित जानकारी प्राप्त करेगा:
आवासीय स्थिति: (नामांकन आवेदन से ठीक पहले 12 महीनों में 182 दिन या उससे अधिक समय तक भारत में निवास किया हो)अनिवार्य जनसांख्यिकीय जानकारी: (नाम, जन्म तिथि, लिंग, भारतीय पता और ईमेल)वैकल्पिक जनसांख्यिकीय जानकारी: (मोबाइल नंबर)बायोमेट्रिक जानकारी: (फोटो, फिंगर प्रिंट और दोनों आईरिस)
प्रस्तुत दस्तावेज़ों का प्रकार: [वैध विदेशी पासपोर्ट और वैध भारतीय वीज़ा/वैध ओसीआई कार्ड/मान्य एलटीवी पहचान प्रमाण (पीओआई) के रूप में अनिवार्य है] (नेपाल/भूटान के नागरिकों के लिए नेपाल/भूटान का पासपोर्ट। यदि पासपोर्ट उपलब्ध नहीं है, तो) निम्नलिखित दो दस्तावेज़ जमा करने होंगे:(1) वैध नेपाली/भूटानी नागरिकता प्रमाणपत्र (2) 182 दिनों से अधिक के प्रवास के लिए भारत में नेपाली मिशन/रॉयल भूटानी मिशन द्वारा जारी सीमित वैधता फोटो पहचान प्रमाणपत्र।और वैध सहायक दस्तावेजों की सूची में निर्दिष्ट पते का प्रमाण (पीओए)।नामांकन के माध्यम से जमा किए गए विवरण की पुष्टि नामांकन की प्रक्रिया के दौरान संबंधित अधिकारियों से की जा सकती है।"
57,"मैं निवासी विदेशी नागरिक हूं, क्या मैं आधार के लिए नामांकन कर सकता हूं?","हां, निवासी विदेशी नागरिक जो नामांकन आवेदन से ठीक पहले 12 महीनों में 182 दिनों या उससे अधिक समय तक भारत में रहे थे, वे जनसांख्यिकीय विवरण (वैध दस्तावेजों द्वारा समर्थित) और बायोमेट्रिक्स विवरण जमा करके आधार के लिए नामांकन कर सकते हैं। निवासी विदेशी नागरिक को नामांकन के लिए अपेक्षित फॉर्म में आवेदन करना होगा। नामांकन और अद्यतन फॉर्म 
नामांकन और अद्यतन के लिए वैध सहायक दस्तावेजों की सूची पर उपलब्ध है।"
58,"जहां किसी व्यक्ति के लिए कई पते के प्रमाण उपलब्ध हैं (उदाहरण के लिए वर्तमान और मूल निवासी), यूआईडीएआई कौन सा प्रमाण स्वीकार करेगा, और वह आधार पत्र कहां भेजेगा?",नामांकन चाहने वाले व्यक्ति के पास यह तय करने का विकल्प होता है कि आधार में कौन सा पता दर्ज किया जाए जिसके लिए वैध पीओए दस्तावेज़ उपलब्ध है। आधार पत्र आधार में पंजीकृत पते पर वितरित किया जाएगा।
59,यदि पते के प्रमाण (पीओए) दस्तावेज़ पर दर्शाया गया पता डाक वितरण के लिए अपर्याप्त प्रतीत होता है तो विकल्प क्या है? क्या नामांकन चाहने वाले व्यक्ति से अतिरिक्त जानकारी स्वीकार की जा सकती है?,"हाँ। नामांकन चाहने वाले व्यक्ति को पीओए दस्तावेज़ में उल्लिखित पते पर छोटे फ़ील्ड जोड़ने की अनुमति है, जब तक कि ये परिवर्धन/संशोधन पीओए दस्तावेज़ में उल्लिखित आधार पते में परिवर्तन नहीं करते हैं। यदि आवश्यक परिवर्तन पर्याप्त हैं और आधार पता बदल जाता है, तो सही पते वाला दस्तावेज़ पीओए के रूप में प्रदान किया जाएगा।"
60,"क्या राशन कार्ड, मनरेगा कार्ड आदि को दस्तावेज़ में सूचीबद्ध परिवार के सदस्यों के लिए पहचान/पते के वैध प्रमाण के रूप में स्वीकार किया जा सकता है, यदि उनके पास अलग-अलग पीओआई या पीओए दस्तावेज़ नहीं हैं?",हाँ। पारिवारिक पात्रता दस्तावेज़ को परिवार के सदस्यों के नामांकन के लिए पहचान/पते के प्रमाण के रूप में तब तक स्वीकार किया जाता है जब तक परिवार के मुखिया और परिवार के सदस्यों की तस्वीर दस्तावेज़ पर स्पष्ट रूप से दिखाई देती है।
61,नामांकन चाहने वाले व्यक्ति की यह सुनिश्चित करने में क्या जिम्मेदारियां हैं कि उसका नामांकन अस्वीकार नहीं किया जाए?,"नामांकन चाहने वाले व्यक्ति को निम्नलिखित सुनिश्चित करना चाहिए:1. आधार के लिए नामांकन के लिए पात्रता (नामांकन आवेदन से ठीक पहले 12 महीनों में 182 दिनों या उससे अधिक समय तक भारत में निवास, एनआरआई के लिए लागू नहीं)।2. सुनिश्चित करें कि प्रदान की गई जानकारी सही है और वैध दस्तावेज़ द्वारा समर्थित है।3. नामांकन के लिए वैध सहायक दस्तावेज पीओआई, पीओए, पीओआर और पीडीबी (सत्यापित जन्मतिथि के मामले में) मूल रूप में प्रस्तुत करें।01-10-2023 को या उसके बाद पैदा हुए बच्चे के लिए पीडीबी/पीओआर के रूप में जन्म प्रमाण पत्र अनिवार्य है।4. निर्दिष्ट नामांकन फॉर्म भरें और वैध सहायक दस्तावेजों के साथ ऑपरेटर को जमा करें। नामांकन और अपडेट फॉर्म से भी डाउनलोड किया जा सकता है।5. सुनिश्चित करें कि पावती पर्ची पर हस्ताक्षर करने से पहले आपका जनसांख्यिकीय डेटा (नाम, पता, लिंग और जन्मतिथि) अंग्रेजी और क्षेत्रीय दोनों भाषाओं में नामांकन फॉर्म के अनुसार सही ढंग से दर्ज किया गया है। आप नामांकन पूरा करने से पहले ऑपरेटर से डेटा में सुधार के लिए अनुरोध कर सकते हैं।"
62,"मेरा आधार अनुरोध अस्वीकार कर दिया गया है, मुझे क्या करना चाहिए?","आधार निर्माण में विभिन्न गुणवत्ता जांच शामिल हैं। इसलिए, ऐसी संभावना है कि आपका आधार अनुरोध गुणवत्ता या किसी अन्य तकनीकी कारण से अस्वीकार कर दिया गया है। यदि आपको एसएमएस प्राप्त हुआ है कि आपका आधार अनुरोध अस्वीकार कर दिया गया है, तो खुद को फिर से नामांकित करने की अनुशंसा की जाती है"
63,मैंने कई बार आधार के लिए नामांकन कराया है लेकिन मुझे आधार पत्र नहीं मिला है। इस मामले में मुझे क्या करना चाहिए?,"ऐसी संभावना है कि आपका आधार बन गया है लेकिन आपको डाक से आधार पत्र नहीं मिला है। इस मामले में, यह अनुशंसा की जाती है कि आप अपने सभी ईआईडी के लिए, ""नामांकन और अद्यतन स्थिति जांचें"" या https://myaadhaar.uidai.gov.in/CheckAadhaarStatus पर क्लिक करके या निकटतम आधार नामांकन पर जाकर अपने आधार की स्थिति की जांच करवा लें। केंद्र।यदि आपका आधार पहले ही जेनरेट हो चुका है तो आप https://myaadhaar.uidai.gov.in/genricDownloadAadhaar पर जाकर eAadhaar डाउनलोड कर सकते हैं।"
64,क्या ऑनलाइन डाउनलोड किए गए आधार पत्र की वैधता मूल पत्र के समान ही है?,"हां, ऑनलाइन डाउनलोड किए गए ई-आधार पत्र की वैधता मूल के समान ही है।"
65,क्या आधार नामांकन के लिए मोबाइल नंबर या ईमेल आईडी प्रदान करना अनिवार्य है?,"नहीं, निवासी भारतीय के आधार नामांकन के लिए मोबाइल नंबर या ईमेल आईडी प्रदान करना अनिवार्य नहीं है (एनआरआई और निवासी विदेशी नागरिकों के लिए ईमेल अनिवार्य है)।लेकिन हमेशा एक मोबाइल नंबर और ईमेल आईडी प्रदान करने की सिफारिश की जाती है ताकि आप अपने आधार आवेदन की स्थिति के बारे में अपडेट प्राप्त कर सकें और ओटीपी-आधारित प्रमाणीकरण के माध्यम से आधार पर आधारित कई सेवाएं प्राप्त कर सकें।"
66,क्या मैं केवल डाक द्वारा आवश्यक दस्तावेज़ भेजकर आधार के लिए अपना नामांकन करा सकता हूँ?,"नहीं, आपको अपना नामांकन कराने के लिए व्यक्तिगत रूप से आधार नामांकन केंद्र पर जाना होगा क्योंकि आपका बायोमेट्रिक्स लिया जाएगा।"
67,क्या आधार के लिए नामांकन कराने का कोई ऑनलाइन तरीका है?,"नहीं, आपको अपना नामांकन कराने के लिए व्यक्तिगत रूप से आधार नामांकन केंद्र पर जाना होगा क्योंकि आपका बायोमेट्रिक्स लिया जाएगा।"
68,क्या नियुक्ति रद्द करने के बाद रिफंड प्रदान किया जाएगा?,"हां, बुक की गई अपॉइंटमेंट रद्द करने पर रिफंड की प्रक्रिया की जाएगी। रिफंड की प्रक्रिया के बाद, राशि आमतौर पर 7-21 दिनों में उपयोगकर्ता के खाते में वापस जमा हो जाती है। यदि यूआईडीएआई एएसके पर बुक की गई सेवा का लाभ नहीं उठाया जाता है तो व्यक्ति/आधार संख्या धारक को अपॉइंटमेंट को फिर से निर्धारित करने की सलाह दी जाती है।"
69,मैंने अपना आधार खो दिया है और मेरा मोबाइल नंबर भी आधार के साथ पंजीकृत नहीं है। क्या मैं इसे ASK पर प्राप्त कर सकता हूँ?,"हाँ। आप अपना आधार डाउनलोड करने और प्रिंटआउट प्राप्त करने के लिए यूआईडीएआई द्वारा संचालित किसी भी आधार सेवा केंद्र पर जा सकते हैं। ASK पर आपको अपना आधार नंबर देना होगा। यह सेवा बैंकों, डाकघरों, बीएसएनएल, केंद्र या राज्य सरकार के कार्यालयों में आधार नामांकन केंद्र पर भी उपलब्ध है।"
