,Question,Answer
111,"
112 - पैन को यूएएन के साथ कैसे जोड़ा जा सकता है ?",    उत्तर : नियोक्ता द्वारा यूएएन एक्टीवेट करने के पश्चात् सदस्य अपना पैन सदस्य पोर्टल के माध्यम से जोड़ सकता है। 
112,"
113 - यूएएन के साथ आधार, पैन और बैंक खातों के विवरण जोड़ने के क्या लाभ हैं?","    उत्तर : 
 सदस्य ऑनलाइन मोड के माध्यम से दावा प्रस्तुत कर सकता है ।
 सदस्य नियोक्ता के हस्ताक्षर के बिना सीधे दावा दायर कर सकता है।

"
113,"
114 - निष्क्रिय खाता क्या है ?","    उत्तर : उस खाते को निष्क्रिय खाते के रूप में वर्गीकृत किया जाता है जिसमें सेवानिवृत्ति, विदेश में स्थायी प्रवास अथवा मृत्यु की स्थिति में 3 वर्षों में कोई अंशदान नहीं मिला है । वर्तमान में, सभी खाते, एक सदस्य की 58 वर्ष की आयु तक ब्याज अर्जित करेंगे  । "
114,"
115 - क्या मेरे निष्क्रिय खाते पर ब्याज मिलेगा ?","    उत्तर : जी नहीं । तथापि, वर्तमान में, सभी खाते, एक सदस्य की 58 वर्ष की आयु तक ब्याज अर्जित करेंगे । "
115,"
116 - यदि मेरा खाता निष्क्रिय हो जाता है तो मुझे क्या करना चाहिए ?","    उत्तर : यदि आप अभी भी क.भ.नि. एवं प्र.उ. अधिनियम, 1952 के तहत किसी स्थापना में कार्यरत हैं, तो आपको अपने नए खाते में ऑनलाइन या ऑफलाइन माध्यम से राशि अंतरित हो जानी चाहिए। यदि आप सेवानिवृत्त हो गए हैं तो आप अपनी राशि का निकासी कर सकते हैं  । "
116,"
117 - क्या मेरी निकासी आयकर (टीडीएस) की कटौती के अधीन होगी ?","    उत्तर : यदि कोई सदस्य अपना क.भ.नि. की निकासी करता है और उसकी सेवा 5 वर्ष से कम हो तथा संचित राशि रुपये 50,000/- से अधिक है, तो आयकर (टीडीएस) निम्नलिखित दरों पर लागू होगा: - 
यदि 15जी / 15एच जमा किया जाता है, तो कोई टीडीएस नहीं काटा जाता ।  यदि 15जी / 15एच जमा नहीं किया जाता है, तो टीडीएस 10% काटा जाता हैटीडीएस अधिकतम सीमांत दर (34.606%) पर काटा जाता हैनिधि का अंतरण Tअग्रिम का भुगतान नियोक्ता द्वारा सेवा समाप्त की जाती है जो कर्मचारी के नियंत्रण से परे है । 

"
117,"
118 - यदि मेरी सेवा 5 वर्ष (60 माह) से अधिक हो तो स्रोत पर कर (TDS) काटा जाएगा ?

",    उत्तर : जी नहीं । कुल सेवा का निर्धारण करने के लिए पिछले नियोक्ता के साथ वर्तमान नियोक्ता को प्रदान की गई सेवा जोड़ी जाएगी  । 
118,"
119 - पैन उपलब्ध कराने का क्या लाभ है?","    उत्तर : यदि कोई सदस्य पैन उपलब्ध कराता है अथवा सहबद्ध करता है और भ.नि. शेष रु. 50,000/- से अधिक है और की गई सेवा 5 साल से कम है, तो कर (टीडीएस) 10% के दर पर काटा जाएगा न कि 34.606% पर । "
119,"
120 - फॉर्म 15 जी / 15 एच क्या है ?","    उत्तर : फॉर्म 15 जी और फॉर्म 15 एच घोषणाएं हैं, जिन्हें, क्रमशः रुपये 2.50 लाख एवं  3.00 लाख की कुल वार्षिक आय वाले सदस्यों के मामले में कर की कटौती के बिना,  भुगतान प्राप्त करने के लिए प्रस्तुत किया जा सकता है । फॉर्म 15एच वरिष्ठ नागरिकों (60 वर्ष या उससे अधिक) के लिए लागू है जबकि फॉर्म -15 जी बाकी सभी के लिए है। इसके अलावा, इन प्रपत्रों में आवेदन करने से पहले सदस्य के पास पैन होना चाहिए । "
120,"
121 - 15जी / 15एच की कितनी प्रतियाँ जमा करनी होंगी ?","    उत्तर : फॉर्म 15जी / 15एच की दो प्रतियाँ, जो भी लागू हों, दावा प्रपत्रों के साथ प्रस्तुत की  जानी हैं। "
121,"
122 - क.भ.नि. के लिए नामांकन प्रपत्र कैसे फाइल करें ?","    उत्तर : परिवार और नामांकन विवरण प्रस्तुत करने के लिए कर्मचारी भविष्य निधि, कर्मचारी पेंशन योजना और कर्मचारी निक्षेप सहबद्ध बीमा योजना के तहत फॉर्म सं.-2 निर्धारित किया गया है । "
122,"
123 - फॉर्म नंबर -2 जमा करने के क्या लाभ हैं ?","    उत्तर : किसी सदस्य की मृत्यु की स्थिति में, उसका परिवार, बिना किसी देरी के भ.नि. / पेंशन / बीमा लाभ प्राप्त कर सकता है । "
123,"
124 - मैं फॉर्म सं.- 2 कैसे भरूं  ?","    उत्तर : सदस्य, फॉर्म सं.-2 नियोक्ता के माध्यम से ऑनलाइन जमा कर सकता है। फॉर्म नंबर -2 ऑनलाइन जमा करने के लिए सदस्यों को ई-हस्ताक्षर की सुविधा भी प्रदान की गई है । यदि परिवार के किसी नए सदस्य को जोड़ा जाता है, तो क.भ.नि. सदस्य को क.भ.नि.सं. में विवरण को अद्यतित करने के लिए फॉर्म नंबर-2 भरना चाहिए। फॉर्म नंबर - 2 ऑनलाइन के साथ-साथ ऑफलाइन माध्यम से भी जमा किया जा सकता है । "
124,"
125 - यदि मेरा नियोक्ता दावा फॉर्म पर हस्ताक्षर करने के लिए उपलब्ध नहीं है या स्थापना बंद हो गया है तो क्या करना होगा  ?","    उत्तर : ऐसे परिदृश्य में, बैंक, जिसमें आपका बचत बैंक खाता वर्तमान में है, के प्रबंधक द्वारा दावा फॉर्म, सत्यापित किया जा सकता है । अथवा जहां कर्मचारी को नियोक्ता द्वारा सत्यापन करा पाना मुश्किल लगता है, सदस्य, प्राधिकृत अधिकारियों में से किसी एक के द्वारा विधिवत रूप से सत्यापित कराकर संबंधित फील्ड कार्यालय से निवेदन करके केवाईसी अद्यतित कर सकता है । एमएपी वॉल्यूम II के पैरा 10.18 में यथा निर्धारित प्राधिकृत अधिकारियों की पूरी सूची है। "
125,"
126 - क्या मुझे दावा प्रपत्रों पर रू. 1/- के रेवेन्यू स्टैम्प लगानी होगी  ?",    उत्तर : जी नहीं । 
126,"
127 - क्या दावा फॉर्म के साथ निरस्त मूल चेक संलग्न करना अनिवार्य है  ?","    उत्तर : जी हां । सदस्य का नाम, उसका बैंक खाता नंबर सहित एक रद्द मूल चेक होना चाहिए तथा बैंक का आईएफएस (IFS) कोड चेक पर अंकित होना चाहिए। यदि, सदस्यों का बैंक खाता बिना 'चेक-बुक' सुविधा के है, तो नियोक्ता या बैंक प्रबंधक द्वारा विधिवत् रूप से सत्यापित किए गए पासबुक के पहले पृष्ठ की प्रतिलिपि दावा फॉर्म के साथ संलग्न किया जा सकता है । "
127,"
128 - समग्र दावा प्रपत्र (गैर-आधार) क्या है  ?","    उत्तर : भ.नि. अंतिम प्रत्याहरण, पेंशन निकासी लाभ और भ.नि. गैर-वापसी योग्य अग्रिमों (Non-refundable advances) के निपटान के लिए प्रयुक्त समग्र दावा प्रपत्र (गैर-आधार), एक एकल पृष्ठ प्रपत्र है। दावे को ऑफ़लाइन प्रस्तुत किया जाना है जो नियोक्ता द्वारा सत्यापित हो। "
128,"
129 - समग्र दावा प्रपत्र (आधार) क्या है  ?","    उत्तर : समग्र दावा प्रपत्र (आधार) भ.नि. अंतिम निकासी, पेंशन निकासी लाभ और भ.नि.  गैर-वापसी योग्य अग्रिमों (Non-refundable advances) के निपटान के लिए प्रयुक्त एक एकल पृष्ठ प्रपत्र है। इसे ऑनलाइन और ऑफलाइन दोनों माध्यम से जमा किया जा सकता है और इसमें नियोक्ता के सत्यापन की आवश्यकता नहीं होती । यह फॉर्म उन मामलों में लागू होता है, जहां कर्मचारी के पूर्ण विवरण फॉर्म नंबर -11 (नया), आधार संख्या और बैंक खाता विवरण यूएएन पोर्टल पर उपलब्ध हैं और यूएएन सक्रिय हो। "
129,"
130 - क्या एनईएफटी (नेशनल इलेक्ट्रॉनिक फंड ट्रांसफर) के माध्यम से भुगतान किया जाता है?",    उत्तर : सभी भुगतान एनईएफटी या सीबीएस (कोर-बैंकिंग सॉल्यूशंस) के माध्यम से इलेक्ट्रॉनिक रूप से किए जाते हैं। 
130,"
131 - पेंशन कम्यूटेशन का क्या अर्थ है?","    उत्तर : पेंशन कम्यूटेशन का अर्थ है, पेंशनभोक्ता द्वारा स्वेच्छा से सरेंडर किए गए पेंशन के एक हिस्से के एवज में एकमुश्त राशि का भुगतान। यह विकल्प 26.09.2008 से हटा दिया गया है। "
131,"
132 - कर्मचारी पेंशन (संशोधन) योजना 2020 क्या है?","    उत्तर : कर्मचारी पेंशन योजना, 1995 में पैराग्राफ 12 के बाद, निम्नलिखित पैराग्राफ शामिल किया गया जिसे कर्मचारी पेंशन (संशोधन) योजना, 2020 कहा गया : ‘’12बी कम्युटेशन की स्वीकृति के मामले में सामान्य पेंशन की बहाली - इस योजना के पूर्ववर्ती पैराग्राफ 12ए के अंतर्गत 25 सितंबर, 2008 अथवा उससे पहले पेंशन की कम्युटेशन का लाभ लेने वाले सदस्यों के संबंध में ऐसी कम्युटेशन की तिथि से पंद्रह वर्ष पूरे हो जाने के बाद सामान्य पेंशन की बहाली की जाएगी।  "
132,"
133 - कम्युटेशन की स्वीकृति के मामलों में सामान्य पेंशन की बहाली का लाभ कौन उठा सकता है?","    उत्तर : वे सदस्य जिन्होंने इस योजना के पूर्ववर्ती पैराग्राफ 12ए के अंतर्गत 25 सितंबर, 2008 अथवा उससे पहले पेंशन की कम्युटेशन का लाभ लिया है, ऐसी कम्युटेशन की तिथि से पंद्रह वर्ष पूरे हो जाने के बाद उनकी सामान्य पेंशन की बहाली होगी। "
133,"
134 - नई गजट अधिसूचना सं. 132(ई) में कम्युटेशन की बहाली पर क्या परिवर्तन शामिल हैं ?","    उत्तर : पूर्ववर्ती पैरा 12ए के संबंधित उपबंध के अनुसार पेंशनभोक्ता, पेंशन के 1/3 भाग को कम्यूट करने का पात्र था तथा उसके बाद वह शेष 2/3 पेंशन लेने का पात्र था। पेंशन के कम्यूट हो जाने के बाद पेंशनभोक्ता की वास्तविक पेंशन की बहाली के लिए योजना में कोई उपबंध नहीं था। हालांकि, सरकारी अधिसूचना जीएसआर सं. 132 (ई) दिनांक 20.02.2020 के अनुसार 15 वर्ष के बाद वास्तविक पेंशन की बहाली की अनुमति देने के लिए पैरा 12बी शामिल किया गया। "
134,"
135 - कम्युटेशन का विकल्प देने वाले पेंशनभोक्ताओं को अपनी पूरी पेंशन कब मिलेगी ?",    उत्तर : पेंशनभोक्ताओं को कम्युटेशन की तिथि से पंद्रह वर्ष पूरे हो जाने के बाद पूरी पेंशन प्राप्त होगी। 
135,"
136 -  क्या पेंशनभोक्ताओं के लिए कोई शिक्षापरक कार्यक्रम चलाया गया है ?",    उत्तर : जी हां। क.भ.नि.सं. अपने क्षेत्रीय कार्यालयों के माध्यम से वेबिनार का आयोजन कर रहा है एवं पेंशनभोक्ता अपने किसी प्रश्न के समाधान के लिए संबंधित क्षेत्रीय कार्यालय से इसमें भाग लेने का अनुरोध कर सकते हैं । 
136,"
137 - किसी महिला सदस्य के विवाहोपरांत अगर उसके आधार में बदलाव किया जाता है तो यूएएन में उसका नाम बदलने की क्या प्रक्रिया है  ?  ","    उत्तर : आधार डाटा में बदलाव होने पर, नाम बदलने के लिए, परिवर्तन के अन्य आवेदनों की तरह ही आवेदन किया जाता है। सदस्य को ऑनलाईन आवेदन करना होता है और नियोक्ता इसे डिजिटली अप्रूव करता है। नाम में संशोधन के लिए आवेदन ऑनलाईन अथवा ऑफलाईन (संयुक्त आवेदन) जमा किया जा सकता है तथा यह प्रमाणित करने के लिए कि सदस्य के केवल विवाह से पहले वाले नाम में परिवर्तन हुआ है, वैवाहिक प्रमाणपत्र अथवा ऐसे ही किसी अन्य दस्तावेज़ की कॉपी साथ में जमा करनी होती है । स्कूल के रिकॉर्ड से संबंधित दस्तावेज़ जिसमें पिता का नाम और जन्मतिथि हो या शादी से पहले के पैन आदि द्वारा दिखाया जा सकता है कि विवाह के बाद केवल नाम में परिवर्तन हुआ है  ।  "
137,"
138 - मैंने मार्च 2020 में बीमारी के लिए एडवांस का आवेदन किया था जो अभी तक नहीं मिला है। अब मैं कोविड-19 महामारी से लड़ने के लिए एडवांस का आवेदन करना चाहता / चाहती हूँ । मुझे क्या करना होगा  ? ","    उत्तर : किसी अन्य एडवांस के लंबित रहने के दौरान, कोविड 19 क्लेम हेतु आवेदन करने की अनुमति है ।  "
138,"
139 - केवाईसी अपडेट करने के लिए नियोक्ता के डिजिटल हस्ताक्षर द्वारा अप्रूवल ज़रूरी है। जब स्थापना बंद है और नियोक्ता उपलब्ध नहीं है तो इसे कौन अप्रूव करेगा  ?","    उत्तर : बंद स्थापना के संबंध में, जब कर्मचारी को नियोक्ता द्वारा सत्यापन में कोई परेशानी होती है, तो सदस्य एमएपी खंड ।। के पैरा 10.18 में निर्धारित प्राधिकृत अधिकारियों की सूची से किसी एक प्राधिकृत अधिकारी द्वारा सत्यापित कराकर संबंधित फील्ड कार्यालय को अनुरोध भेज कर केवाईसी अपडेट कर सकता है ।  "
139,"
140 - क्लेम फाईल करने के लिए चेक की कॉपी जिस पर सदस्य का नाम हो या पासबुक की कॉपी को अपलोड करना होता है। चेक की लीफ पर सदस्य का नाम नहीं है और अब इसे बैंक से प्राप्त करना मुश्किल है । बैंक जाना और वहाँ से बैंक स्टेटमेंट की प्रमाणित कॉपी लेना भी आसान नहीं है क्योंकि बैंक काफी दूर है। क्या कोई अन्य विकल्प उपलब्ध है  ?","    उत्तर : वर्तमान अनुदेशों के अनुसार ऐसी चेक लीफ जिस पर सदस्य का नाम प्रिंट हो अथवा बैंक पासबुक का पहला पन्ना अथवा बैंक स्टेटमेंट जिसमें नाम, खाता संख्या और आईएफएससी हो, को  अपलोड करना अनिवार्य है। यह इसलिए जरूरी है ताकि यह सुनिश्चित किया जा सके कि केवाईसी में अपलोड की गई खाता संख्या सही है और किसी गलत भुगतान से बचा जा सके ।    "
140,"
141 - मैंने दो कंपनियों में काम किया है तथा अब मैं तीसरी में काम कर रहा / रही हूं । मैं पिछली कंपनियों में जमा अपनी भविष्य निधि राशि वर्तमान कंपनी में कैसे ट्रांसफर करा सकता / सकती हूं जिससे कि मैं कोविड एडवांस क्लेम फाईल कर सकूं  ?","    उत्तर : अगर सभी खातों में आपका नाम, जन्मतिथि और लिंग समान है, तो सदस्य अपने लॉग-इन के माध्यम से ट्रांसफर के लिए ऑनलाइन आवेदन कर सकते हैं। वर्तमान यूएएन का आधार के साथ सत्यापन होना जरूरी है। अगर कोई अंतर हो, तो अन्य खातों में मूल विवरण के सही हो जाने के बाद, वे ऑनलाइन आवेदन कर सकते हैं ।  "
141,"
142 - आप कोविड एडवांस क्लेम का 72 घंटे के भीतर निपटान करने का दावा करते हैं? मुझे आवेदन किए हुए 4 दिन से ज़्यादा हो गए । अब तक मेरे बैंक खाते में राशि प्राप्त नहीं हुई है। क्यों ? ","    उत्तर : ईपीएफओ कोविड-19 महामारी से लड़ने के लिए एडवांस क्लेम का 3 कार्य दिवसों के भीतर निपटान कर रहा है। क्लेम पर कार्रवाई करने के बाद, क्लेम करने वाले के खाते में राशि जमा करने के लिए चेक बैंक को भेजा जाता है । इस राशि को आपके बैंक खाते में जमा करने में बैंक को  आम तौर पर एक से तीन कार्यदिवस और लगते हैं।   "
142,"
143 - मैं ईपीएफ कार्यालय से ई-मेल अथवा फोन द्वारा संपर्क करना चाहता / चाहती हूं। कृपया ईपीएफ कार्यालय का संपर्क विवरण उपलब्ध कराएं ?",    उत्तर : कृपया  https://www.epfindia.gov.in/site_en/Contact_us.phpपर जाएं ।  Zonal office under which EPF Regional/District office falls>>  पर क्लिक करें । संबंधित क्षेत्रीय / जिला ऑफिस पर क्लिक करके संपर्क विवरण प्राप्त करें ।  
143,"
144 - मैंनें कोविड महामारी एडवांस के लिए आवेदन किया है। मैं अपने क्लेम का स्टेटस कैसे देख सकता / सकती हूँ ? ",    उत्तर : https://passbook.epfindia.gov.in/MemberPassBook/Loginपर जाएं। online services>> track claim status पर क्लिक करें । 
144,"
145 - मैं जम्मू की एक कंपनी में कार्य करता / करती हूं जो जम्मू एवं कश्मीर भविष्य निधि अधिनियम के अंतर्गत कवर्ड है। पिछले साल से यह कपंनी कर्मचारी भविष्य निधि संगठन अधिनियम, 1952 के अंतर्गत कवर्ड है I क्या मैं कोविड महामारी से लड़ने के लिए क्लेम फाईल कर सकता / सकती हूं  ?",    उत्तर : जी हां । ईपीएफओ में प्राप्त अंशदान से सदस्य अग्रिम के लिए आवेदन कर सकते हैं । 
145,"
146 - आपका टोल-फ्री नंबर क्यों नहीं मिल रहा  ?","    उत्तर : यह सेवा शीघ्र ही फिर से शुरू होगी। इस सेवा के शुरू होने तक, आप हमारे फेसबुक पेज और ट्विटर हैंडल “socialepfo” के माध्यम से हम से संपर्क कर सकते हैं। आप epfigms.gov.in पर अपनी शिकायत दर्ज कर सकते हैं । "
146,"
147 - मेरे पीएफ खाते में एक लाख रूपये बैलेंस है और मैंने कोविड एडवांस के लिए 75000/- रूपये का आवेदन किया है । 75% की दर से, मुझे 75000/- रूपये मिलने चाहिए। मेरे खाते में कम राशि क्यों क्रेडिट हुई है  ?","    उत्तर : आपके खाते में जमा राशि का 75% अधिकतम देय सीमा है और यह तब भी लागू है जब यह राशि आपके तीन माह के मूल वेतन और महंगाई भत्ते से कम हो। यदि बैलेंस राशि का 75%, तीन माह के वेतन से ज्यादा है तो नियमानुसार तीन माह के वेतन (मूल वेतन+महंगाई भत्ता) के बराबर एडवांस स्वीकृत किया जाएगा । अगर आपका मासिक वेतन 20000 रूपये है तो आप 60000 रूपये मात्र एडवांस ले सकेंगे। अगर मासिक वेतन 30000 रूपये है, तो एडवांस  की राशि 75000 रूपये तक सीमित रखी जाएगी । "
147,"
148 - मेरे खाते में बैलेंस उपलब्ध है। मैं कोविड से लड़ने के लिए कितनी बार एडवांस ले सकता / सकती हूं  ?",    उत्तर : कोविड-19 महामारी से लड़ने के लिए एडवांस केवल एक ही बार लिया जा सकता है ।  
148,"
149 - कोविड एडवांस के लिए आवेदन करने की अंतिम तिथि क्या है  ?",    उत्तर : कोविड-19 महामारी से लड़ने के लिए एडवांस लेने की सुविधा इस महामारी के रहने तक उपलब्ध है । 
149,"
150 - मेरे दो अलग-अलग यूएएन है। पहला यूएएन एक भविष्य निधि सदस्य आईडी के साथ लिंक है और दूसरा यूएएन दो अलग-अलग सदस्य आईडी के साथ लिंक है। क्या मैं कोविड एडवांस का लाभ ले सकता / सकती हूं ? इस मामले में अधिकतम लाभ कैसे लिया जा सकता है  ? ","    उत्तर : जी हां। अधिकतम लाभ प्राप्त करने के लिए, आपसे अनुरोध है कि पिछली सभी सेवाओं (अलग-अलग सदस्य आईडी के साथ लिंक) को अपनी नवीनतम सदस्य आईडी में ट्रांसफर करें। यह ट्रांसफर क्लेम फाईल करके किया जा सकता है। सेवा के सफलतापूर्वक ट्रांसफर हो जाने के बाद आपकी सारी भविष्य निधि राशि आपके नवीनतम सदस्य आईडी में दिखने लगेगी। इसके बाद आप अधिकतम लाभ प्राप्त करने के लिए कोविड एडवांस क्लेम फाईल कर सकते हैं ।  "
150,"
151 - सदस्य विवरण में अंतर होने के कारण मेरा कोविड क्लेम अस्वीकार कर दिया गया है। मैं इसे कैसे ठीक करा सकता / सकती हूं ?",    उत्तर :  https://unifiedportal-mem.epfindia.gov.in/memberinterface/ पर उपलब्ध सदस्य ई-सेवा पोर्टल पर जाकर आप अपने सदस्य विवरण को अपडेट कर सकते हैं । विवरण के अपडेट हो जाने के बाद आप दोबारा क्लेम फाईल कर सकते हैं । 
151,"
","    उत्तर : जी हाँ । कोई भी भविष्य निधि अंशदाता कोविड एडवांस फाईल कर सकता है। चूंकि आपने अभी भविष्य निधि राशि नहीं निकाली है, इसलिए आप अब भी भविष्य निधि सदस्य हैं ।  "
152,"
153 - यूनिफाईड पोर्टल पर ‘Know your UAN’ लिंक उपलब्ध नहीं है । क्या इसके लिए नियोक्ता के पास जाना ही एकमात्र विकल्प है  ?","    उत्तर : \r\nयूनिफाईड सदस्य पोर्टल https://unifiedportal-mem.epfindia.gov.in/memberinterface पर जाएं \r\n-> सदस्य आईडी, आधार या पैन को चुनें \r\n-> ईपीएफओ के रिकॉर्ड के अनुसार अपना नाम, जन्मतिथि, मोबाईल नंबर और ईमेल आईडी जैसे विवरण डालें \r\n-> “Get Authorization Pin” विकल्प पर क्लिक करें\r\n-> ईपीएफओ में रजिस्टर्ड आपके मोबाईल नंबर पर पिन भेजा जाएगा \r\n-> पिन दर्ज करें और मोबाईल नंबर पर आपका यूएएन भेज दिया जाएगा \r\n "
153,"
154 - मैं शहर ‘ए’ में रहता / रहती हूं तथा शहर ‘बी’ में काम करता / करती हूं । हालांकि, मेरी कंपनी का मुख्यालय शहर ‘सी’ में है। किसी काम के लिए मुझे किस ईपीएफ कार्यालय में संपर्क करना होगा ?","    उत्तर : \r\nजहां आपकी स्थापना रजिस्टर्ड है आपको उस ईपीएफ कार्यालय में संपर्क करना होगा। जहां आपकी स्थापना रजिस्टर्ड है, उस ईपीएफ कार्यालय का पता लगाने के लिए https://unifiedportal-epfo.epfindia.gov.in/publicPortal/no-auth/misReport/home/loadEstSearchHome देखें \r\n •अपनी स्थापना का पीएफ कोड अथवा नाम दर्ज करें। \r\n •कैपचा दर्ज करें और सर्च पर क्लिक करें। \r\n •स्थापना का विवरण टेबुलर फॉर्मेट में दिखाई देगा।\r\n •स्थापना की आईडी, नाम और पते को कनफर्म करें।  कॉलम-4 में ईपीएफ कार्यालय का नाम दिया गया है।\r\n "
154,"
155 - मैं कोविड क्लेम फाईल नहीं कर पा रहा / रही हूं। कृपया मेरी सहायता करें ?","    उत्तर : \r\n यह प्रक्रिया नीचे दी गई है \r\n क.यूनिफाईड पोर्टल(https://unifiedportal-mem.epfindia.gov.in/memberinterface)के सदस्य इंटरफेस पर लॉग-इन करें \r\n ख.Online Services>>Claim (Form-31,19,10C & 10D) पर जाएं  \r\n ग.अपनी बैंक खाता संख्या दर्ज  करें और वेरीफाई करें  \r\n घ. “Proceed for Online Claim” पर क्लिक करें \r\n ङ.ड्रॉप डाउन से  PF Advance (Form 31) चुनें \r\n च.ड्रॉप डाउन से  purpose में “Outbreak of pandemic (COVID-19)” चुनें\r\n छ.अपेक्षित राशि दर्ज करें और चेक की स्कैन की गई कॉपी अपलोड करें तथा पता दर्ज करें \r\n ज.“Get Aadhaar OTP” पर क्लिक करें \r\n झ.आधार से लिंक मोबाईल पर ओटीपी प्राप्त होगा  \r\n ञ.क्लेम फाईल हो गया है \r\n "
155,"
156 - मैं उमंग ऐप द्वारा कोविड क्लेम कैसे फाईल कर सकता / सकती हूँ  ?",    उत्तर : \r\n स्टेप 1: उमंग ऐप खोलें \r\n स्टेप 2: EPFO को चुनें  \r\n स्टेप 3: “Request for Advance (COVID-19)” को चुनें \r\n  स्टेप 4: अपने यूएएन का विवरण डालें और वन-टाईम पासवर्ड प्राप्त करने के लिए \'Get OTP\' पर क्लिक करें । अपने अकाउंट को लॉग-इन करने के लिए इस ओटीपी का प्रयोग करें \r\n स्टेप 5: ओटीपी दर्ज करें और लॉग-इन पर क्लिक करें। लॉग-इन करने के बाद आपको अपने बैंक खाते के अंतिम चार अंक दर्ज करने होंगे तथा ड्राप डाउन मैन्यू से सदस्य आईडी को चुनना होगा । “Proceed for claim” पर क्लिक करें। \r\n \r\n स्टेप 6: अपना पता दर्ज करें । \'Next\' पर क्लिक करें।\r\n स्टेप 7: अपने खाता संख्या और नाम वाली चेक इमेज को अपलोड करें।  \r\n\r\nसारा विवरण दर्ज हो जाने के बाद आपका क्लेम सफलतापूर्वक फाईल हो जाएगा।\r\n 
156,"
157 - क.भ.नि. योजना, 1952 के किस उपबंध के अंतर्गत  कोई सदस्य लाभ का पात्र है ?","    उत्तर : लाभ उपलब्ध कराने के लिए, भारत के राजपत्र (असाधारण), भाग-II, खण्ड 3, उप-खण्ड (1) में दिनांक 28.03.2020 को प्रकाशित जी.एस.आर. सं..225 (ई) के माध्यम से क.भ.नि. योजना, 1952 के पैरा 68एल में  एक नया उप-पैरा (3) शामिल किया गया है  । "
157,"
158 - नया लाभकारी उपबंध क्या है?","    उत्तर : इस उपबंध  द्वारा, समुचित सरकार द्वारा घोषित महामारी अथवा विश्वव्यापी बीमारी से प्रभावित क्षेत्र की किसी स्थापना अथवा फैक्ट्री में कार्यरत क.भ.नि. सदस्य अपने क.भ.नि. खाते से नॉन-रिफंडेबल एडवांस ले सकेंगे ।  "
158,"
159 - मुझे यह कैसे पता चलेगा कि मैं जिस स्थापना / फैक्ट्री में कार्यरत हूँ, वह  कोविड -19 महामारी से प्रभावित घोषित क्षेत्र के अंतर्गत आती है ? ","    उत्तर : चूंकि सरकार द्वारा कोविड-19 को देश भर में एक महामारी घोषित किया गया है इसलिए देश भर की स्थापनाओं एवं फैक्ट्रियों में कार्यरत क.भ.नि. योजना, 1952 के सदस्य इसके पात्र हैं । "
159,"
160 - इस एडवांस को लेने के लिए क्या क.भ.नि. सदस्य को कोई प्रमाणपत्र अथवा दस्तावेज़ देना ज़रूरी है?",    उत्तर : इस एडवांस को लेने के लिए क.भ.नि. सदस्य अथवा उसके नियोक्ता को कोई प्रमाणपत्र अथवा दस्तावेज़ नहीं देना होगा ।  
160,"
161 - कोविड-19 से लड़ने के लिए इस नए उपबंध के अंतर्गत मैं अपने क.भ.नि. खाते से कितनी राशि निकाल सकता / सकती हूँ और क्या मुझे इस राशि को वापस करना होगा ?","    उत्तर : आप अपने तीन माह के मूल वेतन और मंहगाई भत्ते अथवा अपने क.भ.नि. खाते में जमा राशि के 75% तक, जो भी कम हो, नॉन-रिफंडेबल राशि निकाल सकते हैं।  क.भ.नि. खाते में जमा राशि में, कर्मचारी का भाग, नियोक्ता का भाग तथा उस पर ब्याज की राशि शामिल है ।
चूंकि यह नॉन-रिफंडेबल है इसलिए इस राशि को वापस नहीं करना होगा ।  "
161,"
162 - कृपया लाभों की गणना का उदाहरण दें । ","    उत्तर : यदि आज की तारीख में, सदस्य के क.भ.नि. खाते में 50,000/- रुपए हैं तथा मासिक मूल वेतन एवं महंगाई भत्ता 15,000/- रुपए है,  "
